"latitude","longitude","room_type","price","guests_included","minimum_nights","review_scores_rating","cancellation_policy","host_is_superhost","number_of_reviews","number_of_reviews_ltm","bathrooms","bedrooms","beds","bed_type","has_reviews"
30.24945,-97.74613,"Entire home/apt",255,5,3,100,"moderate","t",6,0,2,3,4,"Real Bed",TRUE
30.29067,-97.64235,"Entire home/apt",300,6,2,80,"strict_14_with_grace_period","f",5,0,3,3,2,"Real Bed",TRUE
30.27665,-97.71857,"Private room",100,2,2,100,"moderate","f",21,5,1,1,1,"Real Bed",TRUE
30.32029,-97.71997,"Entire home/apt",117,2,2,99,"moderate","t",41,13,1,1,2,"Real Bed",TRUE
30.24921,-97.78566,"Entire home/apt",325,6,2,99,"strict_14_with_grace_period","t",28,15,3,3,4,"Real Bed",TRUE
30.24348,-97.74093,"Private room",95,2,2,93,"strict_14_with_grace_period","f",10,1,1,1,1,"Pull-out Sofa",TRUE
30.25783,-97.76449,"Entire home/apt",95,2,2,97,"moderate","t",316,43,1,1,1,"Real Bed",TRUE
30.23692,-97.74599,"Entire home/apt",500,1,1,96,"strict_14_with_grace_period","f",98,11,3,6,8,"Real Bed",TRUE
30.22228,-97.73331,"Private room",49,1,2,90,"strict_14_with_grace_period","f",22,0,1,1,1,"Real Bed",TRUE
30.2466,-97.76628,"Entire home/apt",95,2,2,96,"strict_14_with_grace_period","f",138,15,1,1,1,"Real Bed",TRUE
30.24321,-97.75469,"Entire home/apt",415,6,2,98,"moderate","t",33,4,1,3,4,"Real Bed",TRUE
30.31544,-97.74511,"Entire home/apt",500,8,2,100,"strict_14_with_grace_period","f",2,0,2,3,5,"Real Bed",TRUE
30.30267,-97.67915,"Private room",70,2,1,97,"moderate","t",99,9,1.5,2,2,"Real Bed",TRUE
30.30086,-97.7152,"Private room",70,1,2,100,"moderate","f",26,3,2,1,1,"Real Bed",TRUE
30.27351,-97.7036,"Entire home/apt",140,3,2,95,"flexible","f",30,3,2,3,4,"Real Bed",TRUE
30.27634,-97.75923,"Entire home/apt",85,3,2,97,"strict_14_with_grace_period","t",89,17,1,1,2,"Real Bed",TRUE
30.28727,-97.75225,"Entire home/apt",130,2,4,97,"strict_14_with_grace_period","t",24,3,1,1,2,"Real Bed",TRUE
30.25787,-97.72699,"Entire home/apt",250,5,2,100,"flexible","t",22,14,2,2,2,"Real Bed",TRUE
30.27215,-97.71917,"Entire home/apt",100,4,1,98,"moderate","t",407,50,2,2,2,"Real Bed",TRUE
30.28206,-97.71795,"Entire home/apt",135,2,2,100,"strict_14_with_grace_period","t",234,52,1,2,2,"Real Bed",TRUE
30.28445,-97.77043,"Entire home/apt",95,2,2,100,"moderate","f",1,1,1,2,3,"Real Bed",TRUE
30.27933,-97.75131,"Entire home/apt",175,2,3,96,"moderate","f",10,1,1,1,1,"Real Bed",TRUE
30.31027,-97.80007,"Entire home/apt",288,5,3,96,"strict_14_with_grace_period","t",72,25,2,4,6,"Real Bed",TRUE
30.24282,-97.76199,"Entire home/apt",235,5,2,98,"strict_14_with_grace_period","f",44,4,1,2,2,"Real Bed",TRUE
30.24453,-97.73892,"Entire home/apt",98,1,1,99,"moderate","t",597,81,1,1,1,"Real Bed",TRUE
30.27308,-97.74698,"Entire home/apt",200,2,2,90,"strict_14_with_grace_period","f",5,0,1,0,1,"Real Bed",TRUE
30.24432,-97.788,"Entire home/apt",499,4,3,96.176,"strict_14_with_grace_period","f",0,0,2,2,2,"Real Bed",FALSE
30.25739,-97.72915,"Entire home/apt",195,4,3,99,"strict_14_with_grace_period","t",74,30,1,2,2,"Real Bed",TRUE
30.25118,-97.77234,"Entire home/apt",132,2,2,98,"moderate","t",123,13,1,2,2,"Real Bed",TRUE
30.26866,-97.75176,"Entire home/apt",450,1,5,70,"strict_14_with_grace_period","f",2,0,2,2,2,"Real Bed",TRUE
30.34929,-97.85596,"Private room",60,2,2,96,"moderate","t",147,16,1,1,1,"Futon",TRUE
30.24649,-97.75696,"Entire home/apt",249,1,2,98,"moderate","t",131,43,2,2,2,"Real Bed",TRUE
30.23707,-97.74394,"Entire home/apt",120,1,2,96,"moderate","f",78,4,1,2,2,"Real Bed",TRUE
30.27084,-97.74143,"Entire home/apt",159,2,1,93,"moderate","t",326,42,1,1,1,"Real Bed",TRUE
30.28074,-97.74381,"Entire home/apt",119,1,2,96,"strict_14_with_grace_period","t",246,41,1,1,1,"Real Bed",TRUE
30.1539,-97.80285,"Private room",65,2,1,99,"flexible","t",229,35,1,1,1,"Real Bed",TRUE
30.24009,-97.74143,"Private room",100,1,2,98,"strict_14_with_grace_period","f",54,7,1,1,1,"Real Bed",TRUE
30.15415,-97.80317,"Private room",49,2,1,98,"flexible","t",396,48,1,1,1,"Real Bed",TRUE
30.21002,-97.77059,"Entire home/apt",14,1,2,94,"flexible","t",17,2,1,1,1,"Airbed",TRUE
30.21077,-97.77134,"Entire home/apt",14,1,2,98,"flexible","t",51,13,1,1,1,"Airbed",TRUE
30.2084,-97.76878,"Entire home/apt",14,1,2,97,"flexible","t",13,1,1,0,1,"Airbed",TRUE
30.35037,-97.75921,"Entire home/apt",275,1,2,94,"strict_14_with_grace_period","f",64,6,2,3,4,"Real Bed",TRUE
30.26587,-97.73992,"Entire home/apt",295,1,2,96,"strict_14_with_grace_period","t",322,51,2,3,4,"Real Bed",TRUE
30.2829,-97.71104,"Entire home/apt",189,2,1,93,"flexible","f",16,0,1,1,1,"Real Bed",TRUE
30.23784,-97.74409,"Entire home/apt",300,4,2,99,"moderate","t",186,60,1.5,2,3,"Real Bed",TRUE
30.31044,-97.75424,"Entire home/apt",144,8,3,92,"strict_14_with_grace_period","f",34,12,1,2,4,"Real Bed",TRUE
30.19454,-97.78279,"Entire home/apt",400,1,1,96.176,"flexible","f",0,0,1.5,1,1,"Real Bed",FALSE
30.27928,-97.76076,"Entire home/apt",139,1,12,96,"strict_14_with_grace_period","t",5,0,1.5,2,2,"Real Bed",TRUE
30.24045,-97.74146,"Entire home/apt",109,1,1,100,"moderate","f",3,0,1,1,1,"Real Bed",TRUE
30.28116,-97.76067,"Entire home/apt",225,1,2,93,"strict_14_with_grace_period","f",9,0,1,1,1,"Real Bed",TRUE
30.30051,-97.74043,"Entire home/apt",185,6,2,98,"moderate","t",128,12,2,3,3,"Real Bed",TRUE
30.24811,-97.73927,"Entire home/apt",205,4,3,96,"strict_14_with_grace_period","f",28,6,2,2,2,"Real Bed",TRUE
30.2307,-97.76556,"Private room",300,3,1,96.176,"moderate","f",0,0,1,1,1,"Real Bed",FALSE
30.30304,-97.71412,"Private room",150,2,1,80,"strict_14_with_grace_period","f",2,0,1,1,1,"Pull-out Sofa",TRUE
30.23601,-97.76213,"Entire home/apt",235,1,3,97,"strict_14_with_grace_period","t",157,27,2,3,4,"Real Bed",TRUE
30.24439,-97.72929,"Entire home/apt",125,2,2,98,"strict_14_with_grace_period","f",18,4,1,1,1,"Real Bed",TRUE
30.24646,-97.74738,"Entire home/apt",144,1,1,99,"strict_14_with_grace_period","t",487,94,1,1,1,"Real Bed",TRUE
30.24186,-97.77858,"Entire home/apt",233,1,5,100,"moderate","f",5,0,1,1,2,"Real Bed",TRUE
30.32811,-97.73256,"Entire home/apt",500,1,1,96.176,"flexible","f",0,0,2,3,3,"Real Bed",FALSE
30.24152,-97.76465,"Entire home/apt",159,2,3,98,"strict_14_with_grace_period","f",77,3,1,2,2,"Real Bed",TRUE
30.33496,-97.65115,"Entire home/apt",150,2,1,98,"moderate","t",206,28,1,1,1,"Real Bed",TRUE
30.32156,-97.7517,"Entire home/apt",75,2,2,99,"moderate","f",75,4,1,0,1,"Real Bed",TRUE
30.27697,-97.76248,"Entire home/apt",135,2,2,99,"moderate","t",114,30,1,1,1,"Real Bed",TRUE
30.24629,-97.72886,"Entire home/apt",140,1,2,99,"moderate","t",47,15,1,1,1,"Real Bed",TRUE
30.29444,-97.70331,"Entire home/apt",215,1,2,99,"moderate","t",62,9,2.5,3,3,"Real Bed",TRUE
30.26133,-97.7179,"Entire home/apt",449,1,5,100,"strict_14_with_grace_period","f",6,1,2,3,3,"Real Bed",TRUE
30.2616,-97.70556,"Entire home/apt",325,5,1,100,"flexible","f",3,0,1,1,2,"Real Bed",TRUE
30.25124,-97.72618,"Entire home/apt",99,2,2,96,"strict_14_with_grace_period","t",71,18,1,3,3,"Real Bed",TRUE
30.23895,-97.74518,"Entire home/apt",238,4,2,97,"strict_14_with_grace_period","t",41,3,1,2,3,"Real Bed",TRUE
30.3095,-97.75257,"Entire home/apt",189,4,1,99,"moderate","t",62,10,1,1,2,"Real Bed",TRUE
30.2952,-97.77236,"Entire home/apt",480,7,2,96,"strict_14_with_grace_period","f",23,1,2.5,4,4,"Real Bed",TRUE
30.23779,-97.79127,"Entire home/apt",500,1,1,96.176,"flexible","f",0,0,2,2,1,"Airbed",FALSE
30.25389,-97.77195,"Entire home/apt",150,1,1,98,"flexible","f",177,42,1,1,2,"Real Bed",TRUE
30.28923,-97.88375,"Entire home/apt",200,3,10,90,"flexible","f",2,0,2.5,3,3,"Real Bed",TRUE
30.28457,-97.71333,"Entire home/apt",119,4,2,98,"moderate","t",144,33,1,2,0,"Real Bed",TRUE
30.22399,-97.78295,"Entire home/apt",425,1,3,96.176,"strict_14_with_grace_period","f",0,0,1,2,1,"Real Bed",FALSE
30.18757,-97.79019,"Entire home/apt",375,4,3,96.176,"strict_14_with_grace_period","f",0,0,2,3,2,"Real Bed",FALSE
30.29283,-97.7024,"Entire home/apt",250,1,2,97,"strict_14_with_grace_period","f",47,1,2.5,3,7,"Real Bed",TRUE
30.27401,-97.71044,"Private room",54,2,2,98,"moderate","t",33,10,1,1,1,"Real Bed",TRUE
30.27439,-97.70982,"Private room",115,3,2,94,"moderate","t",7,1,1,1,2,"Real Bed",TRUE
30.31124,-97.73064,"Entire home/apt",300,4,3,99,"strict_14_with_grace_period","t",56,18,2,4,4,"Real Bed",TRUE
30.25851,-97.76986,"Entire home/apt",225,4,4,98,"strict_14_with_grace_period","t",49,23,1.5,2,3,"Real Bed",TRUE
30.27875,-97.75517,"Entire home/apt",262,1,3,99,"strict_14_with_grace_period","t",59,21,1,2,2,"Real Bed",TRUE
30.26947,-97.72772,"Entire home/apt",300,1,2,95,"moderate","f",22,4,2,3,4,"Real Bed",TRUE
30.26513,-97.71605,"Entire home/apt",300,5,3,100,"strict_14_with_grace_period","f",13,0,2,2,2,"Real Bed",TRUE
30.2562,-97.72457,"Entire home/apt",79,2,2,96,"strict_14_with_grace_period","t",289,39,1,1,1,"Real Bed",TRUE
30.2459,-97.75277,"Private room",135,2,1,80,"strict_14_with_grace_period","f",9,3,1,1,1,"Real Bed",TRUE
30.26395,-97.78869,"Entire home/apt",385,1,2,96.176,"strict_14_with_grace_period","f",0,0,1,1,1,"Real Bed",FALSE
30.2484,-97.74063,"Entire home/apt",150,2,5,98,"moderate","f",17,0,1,2,2,"Real Bed",TRUE
30.21405,-97.81604,"Private room",99,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.32168,-97.73784,"Entire home/apt",235,4,1,100,"moderate","t",111,51,1,2,3,"Real Bed",TRUE
30.23567,-97.71267,"Entire home/apt",185,1,4,97,"flexible","f",7,0,1.5,2,2,"Real Bed",TRUE
30.22356,-97.7843,"Private room",100,1,1,100,"flexible","f",7,0,1,1,1,"Real Bed",TRUE
30.2305,-97.73961,"Entire home/apt",400,6,1,90,"strict_14_with_grace_period","t",17,0,2,3,3,"Real Bed",TRUE
30.32476,-97.77391,"Entire home/apt",475,6,3,96.176,"strict_14_with_grace_period","f",0,0,2,4,3,"Real Bed",FALSE
30.21224,-97.78449,"Entire home/apt",100,4,3,97,"strict_14_with_grace_period","t",84,13,2,2,2,"Real Bed",TRUE
30.29499,-97.70996,"Private room",125,1,2,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.26605,-97.74131,"Entire home/apt",195,1,1,90,"strict_14_with_grace_period","f",137,20,2,2,4,"Real Bed",TRUE
30.24408,-97.76197,"Entire home/apt",125,3,2,95,"moderate","t",337,22,1,2,5,"Real Bed",TRUE
30.22564,-97.69151,"Private room",60,1,2,89,"flexible","f",20,0,1,1,1,"Real Bed",TRUE
30.29087,-97.7017,"Entire home/apt",85,2,2,97,"flexible","f",119,2,1,1,1,"Real Bed",TRUE
30.24383,-97.74651,"Private room",500,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.24778,-97.76287,"Entire home/apt",100,1,2,95,"moderate","t",56,17,1,1,1,"Real Bed",TRUE
30.22397,-97.68973,"Private room",60,1,1,100,"flexible","f",1,0,1.5,1,1,"Real Bed",TRUE
30.26001,-97.69581,"Entire home/apt",200,1,3,96.176,"flexible","f",0,0,1,2,2,"Real Bed",FALSE
30.3253,-97.6814,"Private room",125,1,1,96.176,"flexible","f",0,0,2.5,1,1,"Real Bed",FALSE
30.42097,-97.72825,"Entire home/apt",350,1,3,96.176,"moderate","f",0,0,2,3,4,"Real Bed",FALSE
30.23307,-97.76086,"Entire home/apt",120,4,2,99,"strict_14_with_grace_period","t",82,42,1,0,3,"Real Bed",TRUE
30.27485,-97.74969,"Entire home/apt",338,1,1,91,"strict_14_with_grace_period","f",7,7,1,3,3,"Real Bed",TRUE
30.30212,-97.72901,"Entire home/apt",97,2,5,98,"super_strict_30","t",43,9,1,1,1,"Real Bed",TRUE
30.28557,-97.72051,"Private room",58,1,2,99,"moderate","t",149,30,1,1,1,"Real Bed",TRUE
30.24015,-97.77633,"Private room",58,2,2,99,"moderate","f",31,3,1,1,1,"Real Bed",TRUE
30.4443,-97.82519,"Entire home/apt",259,8,3,94,"strict_14_with_grace_period","f",19,6,2.5,5,8,"Real Bed",TRUE
30.2429,-97.72577,"Private room",199,2,3,91,"flexible","f",10,7,1.5,1,1,"Real Bed",TRUE
30.26392,-97.74009,"Entire home/apt",349,8,2,96,"moderate","t",65,21,1.5,3,5,"Real Bed",TRUE
30.25262,-97.77083,"Entire home/apt",145,2,2,99,"strict_14_with_grace_period","t",161,23,1,2,2,"Real Bed",TRUE
30.26348,-97.7202,"Entire home/apt",150,5,2,99,"flexible","t",68,15,1,2,3,"Real Bed",TRUE
30.26607,-97.74292,"Entire home/apt",395,1,1,89,"strict_14_with_grace_period","f",129,23,2.5,4,9,"Real Bed",TRUE
30.25093,-97.72231,"Entire home/apt",100,1,2,99,"strict_14_with_grace_period","t",51,15,1,2,2,"Real Bed",TRUE
30.25548,-97.7317,"Entire home/apt",375,4,2,93,"moderate","f",6,1,1,2,3,"Real Bed",TRUE
30.27651,-97.71919,"Entire home/apt",500,4,2,100,"strict_14_with_grace_period","f",3,1,1.5,2,3,"Real Bed",TRUE
30.32056,-97.7495,"Private room",59,2,2,98,"moderate","t",151,23,1,1,2,"Real Bed",TRUE
30.27204,-97.72384,"Private room",75,2,2,97,"moderate","t",265,30,1,1,1,"Real Bed",TRUE
30.24575,-97.748,"Entire home/apt",155,3,2,100,"strict_14_with_grace_period","f",13,4,1,1,1,"Real Bed",TRUE
30.25326,-97.72617,"Entire home/apt",159,2,2,99,"strict_14_with_grace_period","t",102,81,1,1,1,"Real Bed",TRUE
30.25266,-97.78441,"Entire home/apt",495,1,2,100,"strict_14_with_grace_period","f",4,0,2,3,3,"Real Bed",TRUE
30.24617,-97.76967,"Entire home/apt",119,4,2,99,"strict_14_with_grace_period","t",126,22,1,1,1,"Real Bed",TRUE
30.25268,-97.72162,"Entire home/apt",199,6,2,92,"strict_14_with_grace_period","f",18,0,2,4,4,"Real Bed",TRUE
30.26648,-97.71475,"Entire home/apt",165,1,2,95,"strict_14_with_grace_period","f",26,0,1,1,1,"Real Bed",TRUE
30.24334,-97.73184,"Private room",300,2,2,100,"strict_14_with_grace_period","f",3,0,1,1,1,"Real Bed",TRUE
30.25383,-97.72425,"Entire home/apt",450,1,2,95,"strict_14_with_grace_period","f",4,0,2,4,4,"Real Bed",TRUE
30.27961,-97.71591,"Entire home/apt",179,4,3,96,"strict_14_with_grace_period","t",157,35,1.5,3,6,"Real Bed",TRUE
30.24684,-97.7446,"Entire home/apt",495,1,3,94,"strict_14_with_grace_period","f",9,0,4,5,5,"Real Bed",TRUE
30.2612,-97.76586,"Entire home/apt",115,2,3,96,"strict_14_with_grace_period","f",33,1,1,1,1,"Real Bed",TRUE
30.24619,-97.73733,"Entire home/apt",350,1,4,100,"strict_14_with_grace_period","f",8,0,2,2,2,"Real Bed",TRUE
30.29938,-97.74284,"Private room",375,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.25163,-97.76862,"Entire home/apt",155,4,2,98,"strict_14_with_grace_period","t",273,42,1,2,2,"Real Bed",TRUE
30.23855,-97.75454,"Entire home/apt",135,1,2,88,"moderate","f",82,36,2,2,4,"Real Bed",TRUE
30.2672,-97.71609,"Entire home/apt",300,4,2,100,"strict_14_with_grace_period","t",9,3,2,2,2,"Real Bed",TRUE
30.23936,-97.78139,"Entire home/apt",350,1,5,96.176,"moderate","f",0,0,2.5,2,2,"Real Bed",FALSE
30.36243,-97.71927,"Entire home/apt",70,2,2,99,"moderate","t",28,28,1,1,2,"Real Bed",TRUE
30.26595,-97.74144,"Entire home/apt",349,6,1,96,"strict_14_with_grace_period","f",188,28,2,3,5,"Real Bed",TRUE
30.25618,-97.75623,"Entire home/apt",120,1,10,100,"strict_14_with_grace_period","t",4,0,1,0,2,"Real Bed",TRUE
30.2358,-97.77793,"Entire home/apt",129,6,2,89,"moderate","t",206,43,1,3,3,"Real Bed",TRUE
30.31505,-97.73248,"Entire home/apt",480,1,2,96.176,"flexible","f",0,0,2,2,4,"Real Bed",FALSE
30.39472,-97.66879,"Private room",150,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.25222,-97.71364,"Entire home/apt",185,4,2,95,"strict_14_with_grace_period","f",47,9,1,2,2,"Real Bed",TRUE
30.29928,-97.73025,"Entire home/apt",135,1,3,99,"moderate","t",92,13,1,1,1,"Real Bed",TRUE
30.30048,-97.73025,"Entire home/apt",500,8,3,99,"strict_14_with_grace_period","t",21,7,3,5,5,"Real Bed",TRUE
30.31635,-97.68109,"Private room",225,1,5,96.176,"strict_14_with_grace_period","f",0,0,2,1,2,"Real Bed",FALSE
30.34779,-97.72614,"Entire home/apt",225,1,2,100,"moderate","f",6,2,2,3,4,"Real Bed",TRUE
30.28843,-97.7315,"Entire home/apt",175,1,3,98,"moderate","f",10,1,1,1,2,"Real Bed",TRUE
30.37743,-97.68401,"Entire home/apt",400,1,1,96.176,"flexible","f",0,0,2,2,1,"Real Bed",FALSE
30.23928,-97.74653,"Entire home/apt",500,1,4,100,"strict_14_with_grace_period","f",5,0,1,3,4,"Real Bed",TRUE
30.37287,-97.70829,"Private room",56,1,2,93,"flexible","f",9,0,1,1,1,"Real Bed",TRUE
30.23421,-97.78471,"Private room",70,1,2,100,"moderate","f",6,4,1.5,1,1,"Airbed",TRUE
30.24605,-97.74351,"Entire home/apt",300,2,2,97,"strict_14_with_grace_period","f",6,0,1,1,1,"Real Bed",TRUE
30.27914,-97.75668,"Entire home/apt",190,2,2,99,"moderate","f",46,9,1,1,1,"Real Bed",TRUE
30.30295,-97.72932,"Entire home/apt",155,3,2,98,"moderate","t",89,13,1,1,1,"Real Bed",TRUE
30.27494,-97.75043,"Private room",148,2,2,100,"moderate","f",3,0,1,1,2,"Real Bed",TRUE
30.32397,-97.73349,"Private room",69,2,3,100,"moderate","f",15,7,1,1,1,"Real Bed",TRUE
30.20375,-97.82906,"Entire home/apt",161,1,1,96.176,"flexible","f",0,0,2,3,3,"Real Bed",FALSE
30.45617,-97.75695,"Private room",75,2,2,97,"moderate","f",41,0,1,1,1,"Real Bed",TRUE
30.20821,-97.77038,"Entire home/apt",14,1,2,94,"flexible","t",13,2,1,1,1,"Airbed",TRUE
30.23592,-97.78528,"Entire home/apt",150,1,1,98,"moderate","t",46,14,1,1,1,"Real Bed",TRUE
30.27298,-97.68791,"Entire home/apt",150,5,4,99,"strict_14_with_grace_period","f",22,2,1,2,2,"Real Bed",TRUE
30.24457,-97.75322,"Private room",81,1,1,89,"strict_14_with_grace_period","f",105,9,1,1,1,"Real Bed",TRUE
30.25389,-97.72557,"Entire home/apt",65,3,1,93,"strict_14_with_grace_period","f",8,0,1,1,1,"Real Bed",TRUE
30.19707,-97.80803,"Entire home/apt",500,1,4,96.176,"flexible","f",0,0,2,2,1,"Real Bed",FALSE
30.22439,-97.8773,"Private room",175,1,4,96.176,"strict_14_with_grace_period","f",0,0,1,1,1,"Real Bed",FALSE
30.27886,-97.75973,"Entire home/apt",500,1,1,100,"flexible","f",7,1,1,2,3,"Real Bed",TRUE
30.38086,-97.67032,"Entire home/apt",275,2,3,96.176,"moderate","f",1,0,2,3,3,"Real Bed",FALSE
30.29943,-97.73549,"Entire home/apt",95,1,2,96,"moderate","f",164,16,1,1,2,"Real Bed",TRUE
30.29399,-97.71746,"Entire home/apt",195,5,2,98,"strict_14_with_grace_period","f",30,0,1,2,4,"Real Bed",TRUE
30.26609,-97.74175,"Entire home/apt",200,1,1,96,"strict_14_with_grace_period","f",421,49,1,1,1,"Real Bed",TRUE
30.2095,-97.76914,"Entire home/apt",14,1,2,96,"flexible","t",66,14,1,0,16,"Real Bed",TRUE
30.29115,-97.71075,"Entire home/apt",234,6,3,100,"strict_14_with_grace_period","f",16,6,1,3,3,"Real Bed",TRUE
30.31371,-97.69227,"Entire home/apt",399,1,5,96.176,"strict_14_with_grace_period","f",0,0,2,2,2,"Real Bed",FALSE
30.3661,-97.73556,"Private room",99,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.20038,-97.79538,"Entire home/apt",125,1,3,94,"strict_14_with_grace_period","f",31,13,2,3,4,"Real Bed",TRUE
30.25977,-97.69713,"Private room",250,3,3,96.176,"flexible","f",0,0,2,1,1,"Real Bed",FALSE
30.24843,-97.78449,"Private room",95,2,1,100,"flexible","f",16,2,1,1,1,"Real Bed",TRUE
30.26663,-97.74131,"Entire home/apt",499,1,1,91,"strict_14_with_grace_period","f",138,29,2.5,4,7,"Real Bed",TRUE
30.26069,-97.66668,"Private room",100,1,2,96.176,"flexible","f",0,0,1.5,2,2,"Real Bed",FALSE
30.24668,-97.74812,"Private room",129,2,2,98,"strict_14_with_grace_period","t",174,24,1,1,1,"Real Bed",TRUE
30.2994,-97.67747,"Entire home/apt",60,2,1,98,"strict_14_with_grace_period","t",700,118,1,1,1,"Futon",TRUE
30.28086,-97.74529,"Entire home/apt",107,2,1,95,"strict_14_with_grace_period","t",647,104,1,0,1,"Real Bed",TRUE
30.15948,-97.84542,"Entire home/apt",150,1,5,100,"flexible","f",4,0,2,3,3,"Real Bed",TRUE
30.24366,-97.73849,"Entire home/apt",148,2,2,99,"moderate","t",194,14,1,1,2,"Real Bed",TRUE
30.2086,-97.76882,"Entire home/apt",200,2,3,96.176,"flexible","t",0,0,1,1,1,"Real Bed",FALSE
30.21901,-97.72916,"Entire home/apt",195,4,2,99,"strict_14_with_grace_period","t",115,26,2.5,3,5,"Real Bed",TRUE
30.25461,-97.7218,"Entire home/apt",75,2,3,97,"strict_14_with_grace_period","t",214,44,1,1,1,"Real Bed",TRUE
30.17592,-97.80361,"Entire home/apt",115,1,5,100,"moderate","f",4,1,2,3,2,"Real Bed",TRUE
30.2523,-97.72553,"Entire home/apt",225,6,2,98,"moderate","t",145,16,2,3,3,"Real Bed",TRUE
30.26344,-97.7645,"Private room",90,2,2,98,"strict_14_with_grace_period","t",172,19,1,1,1,"Real Bed",TRUE
30.25447,-97.76803,"Entire home/apt",150,2,3,100,"moderate","t",143,19,1,1,1,"Real Bed",TRUE
30.32493,-97.71633,"Entire home/apt",241,8,2,97,"strict_14_with_grace_period","f",126,23,2,5,5,"Real Bed",TRUE
30.27298,-97.71074,"Private room",49,1,2,98,"strict_14_with_grace_period","f",9,0,1.5,1,1,"Real Bed",TRUE
30.23469,-97.89949,"Private room",75,1,2,100,"flexible","f",4,0,1,1,2,"Real Bed",TRUE
30.26993,-97.74358,"Entire home/apt",145,2,1,95,"moderate","t",328,75,1,1,3,"Real Bed",TRUE
30.31126,-97.72177,"Entire home/apt",120,2,2,96,"flexible","t",52,9,1,1,1,"Real Bed",TRUE
30.23218,-97.69227,"Entire home/apt",125,2,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.21426,-97.84239,"Private room",65,2,2,100,"moderate","f",1,0,1,1,1,"Real Bed",TRUE
30.25821,-97.79283,"Entire home/apt",129,2,4,97,"moderate","f",47,8,1,1,1,"Real Bed",TRUE
30.22653,-97.86882,"Private room",250,2,4,96.176,"strict_14_with_grace_period","f",0,0,2.5,1,3,"Real Bed",FALSE
30.2731,-97.71986,"Entire home/apt",295,3,3,96.176,"moderate","f",0,0,1,1,3,"Real Bed",FALSE
30.23405,-97.74964,"Entire home/apt",250,1,3,98,"flexible","f",25,11,2.5,3,3,"Real Bed",TRUE
30.20869,-97.77054,"Entire home/apt",14,1,3,96,"flexible","t",15,1,1,10,1,"Airbed",TRUE
30.21003,-97.7694,"Entire home/apt",14,1,3,100,"flexible","t",12,1,1,10,16,"Airbed",TRUE
30.25107,-97.72451,"Entire home/apt",174,7,4,100,"strict_14_with_grace_period","f",12,9,2,2,4,"Real Bed",TRUE
30.24645,-97.73831,"Entire home/apt",145,1,2,93,"strict_14_with_grace_period","t",28,2,1,1,1,"Real Bed",TRUE
30.2536,-97.77836,"Entire home/apt",349,4,4,100,"strict_14_with_grace_period","f",1,0,2,2,2,"Real Bed",TRUE
30.27304,-97.7534,"Entire home/apt",150,1,4,89,"strict_14_with_grace_period","f",21,9,1,1,1,"Real Bed",TRUE
30.29468,-97.73941,"Entire home/apt",70,2,2,89,"strict_14_with_grace_period","f",58,7,1,0,1,"Real Bed",TRUE
30.38649,-97.66275,"Private room",80,2,3,96.176,"moderate","f",0,0,1,1,1,"Real Bed",FALSE
30.24095,-97.73029,"Entire home/apt",85,1,4,97,"strict_14_with_grace_period","t",96,10,1,1,1,"Real Bed",TRUE
30.24423,-97.74777,"Private room",85,2,3,98,"moderate","t",35,16,1,1,1,"Real Bed",TRUE
30.25212,-97.72379,"Entire home/apt",97,2,2,98,"strict_14_with_grace_period","t",339,61,1,1,1,"Real Bed",TRUE
30.22915,-97.7647,"Private room",260,2,5,100,"strict_14_with_grace_period","f",3,0,2.5,2,2,"Real Bed",TRUE
30.31618,-97.79989,"Entire home/apt",225,3,1,95,"moderate","f",20,18,1,2,2,"Real Bed",TRUE
30.26278,-97.71601,"Entire home/apt",275,1,3,99,"strict_14_with_grace_period","t",52,25,2.5,3,4,"Real Bed",TRUE
