"latitude","longitude","room_type","price","guests_included","minimum_nights","review_scores_rating","cancellation_policy","host_is_superhost","number_of_reviews","number_of_reviews_ltm","bathrooms","bedrooms","beds","bed_type","has_reviews"
30.42071,-97.929,"Entire home/apt",395,1,2,94,"strict_14_with_grace_period","t",19,6,2.5,7,7,"Real Bed",TRUE
30.26186,-97.77515,"Entire home/apt",105,1,2,86,"strict_14_with_grace_period","f",19,0,1,1,1,"Real Bed",TRUE
30.19425,-97.75023,"Entire home/apt",100,2,3,96.176,"flexible","t",0,0,1.5,1,1,"Real Bed",FALSE
30.1921,-97.74989,"Private room",80,1,3,96.176,"flexible","t",0,0,1.5,1,1,"Real Bed",FALSE
30.19354,-97.74857,"Entire home/apt",75,2,3,96.176,"flexible","t",0,0,1.5,1,2,"Real Bed",FALSE
30.43148,-97.94551,"Entire home/apt",179,5,1,95,"moderate","f",32,11,1,1,4,"Real Bed",TRUE
30.23724,-97.58763,"Entire home/apt",45,1,2,96.176,"flexible","f",3,0,1,1,2,"Real Bed",FALSE
30.31137,-97.99167,"Private room",45,1,1,100,"flexible","t",79,14,1,1,1,"Real Bed",TRUE
30.23265,-97.84846,"Entire home/apt",84,4,2,93,"moderate","f",87,54,2.5,2,3,"Real Bed",TRUE
30.42018,-97.92622,"Entire home/apt",295,6,2,99,"strict_14_with_grace_period","t",50,34,2,4,4,"Real Bed",TRUE
30.27641,-97.70355,"Private room",50,1,2,98,"moderate","t",61,34,1,1,1,"Real Bed",TRUE
30.23713,-97.7854,"Entire home/apt",95,1,1,93,"strict_14_with_grace_period","f",96,39,2,2,2,"Real Bed",TRUE
30.2377,-97.78321,"Entire home/apt",75,1,1,91,"strict_14_with_grace_period","f",95,36,1,1,2,"Real Bed",TRUE
30.27037,-97.74859,"Private room",0,1,5,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.23893,-97.91036,"Entire home/apt",200,9,2,100,"strict_14_with_grace_period","f",10,2,2,3,7,"Real Bed",TRUE
30.24444,-97.72384,"Private room",65,2,1,95,"moderate","f",26,22,1.5,1,1,"Real Bed",TRUE
30.27891,-97.71927,"Entire home/apt",174,4,3,99,"strict_14_with_grace_period","t",38,21,2,2,2,"Real Bed",TRUE
30.25939,-97.75574,"Entire home/apt",125,1,2,96,"strict_14_with_grace_period","t",58,30,1,1,1,"Real Bed",TRUE
30.2451,-97.74048,"Entire home/apt",320,2,2,100,"strict_14_with_grace_period","f",2,1,1,1,1,"Real Bed",TRUE
30.34006,-97.71174,"Private room",35,2,1,96,"flexible","t",120,57,1,1,2,"Real Bed",TRUE
30.29268,-97.72307,"Entire home/apt",155,4,1,97,"moderate","f",91,43,2,2,2,"Real Bed",TRUE
30.29648,-97.83988,"Entire home/apt",99,6,2,90,"super_strict_30","f",22,10,2,3,4,"Real Bed",TRUE
30.2463,-97.75155,"Entire home/apt",141,7,2,88,"super_strict_30","f",56,22,2.5,3,5,"Real Bed",TRUE
30.38069,-97.9159,"Entire home/apt",150,8,2,89,"super_strict_30","f",25,11,2.5,3,6,"Real Bed",TRUE
30.25383,-97.7582,"Entire home/apt",265,4,2,91,"super_strict_30","f",22,12,1,2,2,"Real Bed",TRUE
30.29148,-97.76737,"Entire home/apt",100,1,2,99,"moderate","t",65,36,1,0,1,"Real Bed",TRUE
30.24571,-97.734,"Entire home/apt",156,8,2,96,"super_strict_30","f",28,7,3.5,4,4,"Real Bed",TRUE
30.38104,-97.95474,"Entire home/apt",104,1,1,99,"moderate","t",87,45,1,1,1,"Real Bed",TRUE
30.19117,-97.82181,"Private room",35,1,2,99,"flexible","t",40,25,1,1,1,"Real Bed",TRUE
30.24699,-97.75867,"Entire home/apt",127,6,2,96,"super_strict_30","f",17,11,2.5,3,3,"Real Bed",TRUE
30.21353,-97.78487,"Entire home/apt",350,1,2,96,"strict_14_with_grace_period","f",46,30,2,4,4,"Real Bed",TRUE
30.24457,-97.7334,"Entire home/apt",280,10,2,94,"super_strict_30","f",25,10,3,4,5,"Real Bed",TRUE
30.25926,-97.72887,"Entire home/apt",236,6,2,96,"super_strict_30","f",28,11,3.5,3,4,"Real Bed",TRUE
30.26008,-97.72891,"Entire home/apt",98,6,2,96,"super_strict_30","f",27,15,2.5,2,3,"Real Bed",TRUE
30.26156,-97.76812,"Entire home/apt",153,6,2,89,"super_strict_30","f",31,13,2.5,3,3,"Real Bed",TRUE
30.27352,-97.75648,"Entire home/apt",174,4,2,91,"super_strict_30","f",54,9,2.5,2,4,"Real Bed",TRUE
30.25034,-97.76474,"Entire home/apt",74,2,2,93,"super_strict_30","f",51,13,1,0,1,"Real Bed",TRUE
30.40233,-97.69527,"Entire home/apt",249,8,2,94,"super_strict_30","f",17,3,2.5,4,6,"Real Bed",TRUE
30.27317,-97.75596,"Entire home/apt",159,4,2,86,"super_strict_30","f",20,1,2.5,2,3,"Real Bed",TRUE
30.32045,-97.74953,"Entire home/apt",227,10,2,92,"super_strict_30","f",80,23,3,4,6,"Real Bed",TRUE
30.30058,-97.72628,"Entire home/apt",307,6,2,97,"super_strict_30","f",20,6,2,2,4,"Real Bed",TRUE
30.26642,-97.74105,"Entire home/apt",182,8,2,95,"super_strict_30","f",80,21,2,3,8,"Real Bed",TRUE
30.27814,-97.76705,"Entire home/apt",148,8,2,93,"super_strict_30","f",32,6,2,3,5,"Real Bed",TRUE
30.23533,-97.76749,"Entire home/apt",132,8,2,93,"super_strict_30","f",17,5,2,3,4,"Real Bed",TRUE
30.2747,-97.75836,"Entire home/apt",127,8,2,87,"super_strict_30","f",28,11,2,3,4,"Real Bed",TRUE
30.25157,-97.74258,"Entire home/apt",105,4,2,89,"super_strict_30","f",25,8,1,2,2,"Real Bed",TRUE
30.26138,-97.76462,"Entire home/apt",184,9,2,90,"super_strict_30","f",75,18,2.5,2,6,"Real Bed",TRUE
30.24167,-97.7512,"Entire home/apt",324,10,2,86,"super_strict_30","f",61,17,3.5,7,9,"Real Bed",TRUE
30.25777,-97.76167,"Entire home/apt",163,6,2,94,"super_strict_30","f",18,13,2,3,5,"Real Bed",TRUE
30.2588,-97.75498,"Entire home/apt",150,8,2,90,"super_strict_30","f",32,18,2,3,5,"Real Bed",TRUE
30.24281,-97.75314,"Entire home/apt",103,5,2,90,"super_strict_30","f",34,15,1,2,3,"Real Bed",TRUE
30.24976,-97.7564,"Entire home/apt",227,4,2,94,"super_strict_30","f",7,2,2,2,4,"Real Bed",TRUE
30.34047,-97.72852,"Entire home/apt",124,7,2,83,"super_strict_30","f",6,4,2,3,4,"Real Bed",TRUE
30.24638,-97.75903,"Entire home/apt",237,10,2,76,"super_strict_30","f",5,2,2.5,3,5,"Real Bed",TRUE
30.26587,-97.74154,"Entire home/apt",90,4,2,93,"super_strict_30","f",59,12,1,1,2,"Real Bed",TRUE
30.26527,-97.74288,"Entire home/apt",117,6,2,90,"super_strict_30","f",79,11,2,2,4,"Real Bed",TRUE
30.26544,-97.73948,"Entire home/apt",114,6,2,79,"super_strict_30","f",76,14,1,2,3,"Real Bed",TRUE
30.26463,-97.74121,"Entire home/apt",90,4,2,89,"super_strict_30","f",51,23,1,0,2,"Real Bed",TRUE
30.37596,-97.98175,"Entire home/apt",291,10,2,98,"super_strict_30","f",14,11,3.5,5,7,"Real Bed",TRUE
30.25875,-97.73496,"Entire home/apt",69,4,2,95,"super_strict_30","f",71,21,1,1,3,"Real Bed",TRUE
30.26461,-97.74095,"Entire home/apt",142,6,2,90,"super_strict_30","f",159,19,1.5,2,4,"Real Bed",TRUE
30.3153,-97.70022,"Entire home/apt",100,6,2,93,"super_strict_30","f",24,14,2,2,4,"Real Bed",TRUE
30.26006,-97.75594,"Entire home/apt",103,4,2,91,"super_strict_30","f",31,13,1,2,3,"Real Bed",TRUE
30.26197,-97.77981,"Entire home/apt",326,7,2,80,"super_strict_30","f",6,1,2,3,4,"Real Bed",TRUE
30.26622,-97.7428,"Entire home/apt",90,4,2,87,"super_strict_30","f",83,15,1,1,2,"Real Bed",TRUE
30.37065,-97.98644,"Entire home/apt",357,8,2,95,"super_strict_30","f",24,6,3,4,7,"Real Bed",TRUE
30.24839,-97.77223,"Entire home/apt",260,10,2,95,"super_strict_30","f",22,11,3,5,5,"Real Bed",TRUE
30.35021,-97.72525,"Entire home/apt",217,6,2,100,"super_strict_30","f",7,1,2.5,3,4,"Real Bed",TRUE
30.32652,-97.75486,"Entire home/apt",137,6,2,88,"super_strict_30","f",17,11,2,3,3,"Real Bed",TRUE
30.28675,-97.71218,"Entire home/apt",170,4,2,100,"flexible","t",80,51,1,2,2,"Real Bed",TRUE
30.26783,-97.75278,"Entire home/apt",225,2,2,80,"moderate","f",1,0,1,1,1,"Real Bed",TRUE
30.45094,-97.77607,"Entire home/apt",45,1,2,97,"moderate","f",21,4,1,1,1,"Real Bed",TRUE
30.19196,-97.7956,"Entire home/apt",99,6,2,97,"flexible","t",12,12,1,3,5,"Real Bed",TRUE
30.26562,-97.73386,"Entire home/apt",150,1,1,98,"moderate","f",60,34,1,1,1,"Real Bed",TRUE
30.22588,-97.74121,"Private room",60,1,1,96.176,"flexible","f",0,0,2.5,1,1,"Real Bed",FALSE
30.22736,-97.73935,"Private room",60,1,1,100,"flexible","f",3,0,1.5,1,1,"Real Bed",TRUE
30.24384,-97.72541,"Entire home/apt",250,2,1,96,"strict_14_with_grace_period","t",10,9,1.5,2,2,"Real Bed",TRUE
30.17935,-97.80064,"Entire home/apt",350,1,2,100,"moderate","f",5,3,2,2,2,"Real Bed",TRUE
30.42123,-97.9268,"Entire home/apt",125,2,2,99,"moderate","t",40,26,1,1,1,"Real Bed",TRUE
30.23228,-97.78754,"Private room",42,1,2,100,"moderate","f",1,1,1,1,1,"Real Bed",TRUE
30.25722,-97.7245,"Private room",95,1,1,98,"flexible","t",25,4,1,1,1,"Real Bed",TRUE
30.38257,-97.95477,"Entire home/apt",329,8,2,94,"strict_14_with_grace_period","f",51,20,2.5,3,8,"Real Bed",TRUE
30.2354,-97.73208,"Entire home/apt",260,1,2,100,"flexible","f",7,4,2,3,3,"Real Bed",TRUE
30.17255,-97.83518,"Entire home/apt",171,4,2,96.176,"super_strict_30","f",0,0,1,1,2,"Real Bed",FALSE
30.24371,-97.77232,"Entire home/apt",175,1,2,98,"strict_14_with_grace_period","t",12,9,1.5,2,2,"Real Bed",TRUE
30.20331,-97.8089,"Entire home/apt",100,6,2,98,"moderate","f",12,6,2,3,3,"Real Bed",TRUE
30.21652,-97.88848,"Private room",57,2,2,100,"moderate","t",23,15,1,1,1,"Real Bed",TRUE
30.26543,-97.70339,"Entire home/apt",100,1,2,96,"flexible","f",15,5,2.5,3,4,"Real Bed",TRUE
30.28363,-97.64566,"Entire home/apt",159,1,1,100,"strict_14_with_grace_period","f",12,2,2,3,3,"Real Bed",TRUE
30.25028,-97.75983,"Entire home/apt",90,1,2,100,"strict_14_with_grace_period","t",38,23,1,1,1,"Real Bed",TRUE
30.25476,-97.68693,"Entire home/apt",69,2,1,93,"moderate","f",106,51,1,0,2,"Real Bed",TRUE
30.2243,-97.73743,"Entire home/apt",73,1,2,98,"moderate","t",79,31,1,1,1,"Real Bed",TRUE
30.44927,-97.76952,"Entire home/apt",125,6,2,99,"moderate","t",58,34,2,3,5,"Real Bed",TRUE
30.2296,-97.71215,"Private room",130,1,1,100,"moderate","f",8,5,1,2,2,"Real Bed",TRUE
30.28415,-97.76007,"Entire home/apt",47,2,1,80,"moderate","f",8,0,1,2,2,"Real Bed",TRUE
30.22457,-97.72572,"Private room",19,1,1,90,"flexible","f",2,0,1,1,1,"Real Bed",TRUE
30.29721,-97.73342,"Entire home/apt",239,8,2,94,"strict_14_with_grace_period","t",58,27,2.5,4,6,"Real Bed",TRUE
30.30286,-97.73975,"Entire home/apt",99,1,4,99,"moderate","t",22,22,1,1,1,"Real Bed",TRUE
30.29133,-97.73281,"Entire home/apt",111,2,1,97,"moderate","t",53,37,1,1,1,"Real Bed",TRUE
30.28965,-97.70134,"Entire home/apt",150,6,2,99,"moderate","t",66,40,2.5,2,2,"Real Bed",TRUE
30.31768,-97.67181,"Entire home/apt",199,6,2,100,"strict_14_with_grace_period","f",10,0,2.5,3,5,"Real Bed",TRUE
30.25596,-97.88231,"Private room",500,2,2,96.176,"moderate","t",0,0,1,1,2,"Real Bed",FALSE
30.29129,-97.69997,"Private room",70,1,1,98,"moderate","t",16,8,1.5,1,1,"Real Bed",TRUE
30.17617,-97.76332,"Shared room",0,1,2,88,"flexible","f",8,1,1,1,1,"Real Bed",TRUE
30.26277,-97.70896,"Private room",99,1,1,99,"moderate","t",120,86,1.5,1,1,"Real Bed",TRUE
30.26555,-97.74031,"Entire home/apt",350,2,2,98,"strict_14_with_grace_period","t",10,10,2,1,2,"Real Bed",TRUE
30.23715,-97.58004,"Private room",100,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.28963,-97.77039,"Private room",48,2,1,99,"flexible","t",32,14,1,1,2,"Real Bed",TRUE
30.41032,-97.66618,"Entire home/apt",185,8,6,100,"moderate","f",2,0,2.5,5,7,"Real Bed",TRUE
30.33375,-97.75818,"Entire home/apt",85,1,1,99,"moderate","t",46,21,1,0,1,"Real Bed",TRUE
30.23318,-97.71705,"Private room",35,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.26595,-97.76439,"Entire home/apt",379,1,3,96.176,"strict_14_with_grace_period","f",0,0,1,1,1,"Real Bed",FALSE
30.26535,-97.6987,"Entire home/apt",65,1,1,99,"moderate","t",272,187,1,0,1,"Real Bed",TRUE
30.27908,-97.70249,"Entire home/apt",101,2,3,100,"moderate","f",10,5,1,2,2,"Real Bed",TRUE
30.3731,-97.98703,"Entire home/apt",254,1,2,90,"flexible","f",2,2,2,2,3,"Real Bed",TRUE
30.2489,-97.75526,"Private room",0,1,3,100,"moderate","f",2,0,1,1,1,"Real Bed",TRUE
30.30677,-97.7151,"Entire home/apt",70,1,1,97,"flexible","f",6,0,1,1,1,"Real Bed",TRUE
30.42486,-97.9273,"Entire home/apt",225,6,2,85,"super_strict_30","f",16,10,3,3,3,"Real Bed",TRUE
30.28208,-97.68487,"Private room",46,1,2,100,"moderate","t",75,22,1,1,1,"Real Bed",TRUE
30.25813,-97.73983,"Entire home/apt",225,1,2,100,"moderate","f",2,0,2,2,2,"Real Bed",TRUE
30.2893,-97.77063,"Entire home/apt",350,2,2,96.176,"strict_14_with_grace_period","f",0,0,1.5,2,3,"Real Bed",FALSE
30.26855,-97.75382,"Entire home/apt",500,6,2,100,"strict_14_with_grace_period","f",1,0,2,2,2,"Real Bed",TRUE
30.22397,-97.74284,"Entire home/apt",83,4,1,97,"moderate","t",116,62,2,2,5,"Real Bed",TRUE
30.25984,-97.7718,"Entire home/apt",100,4,2,92,"moderate","f",6,4,2,2,2,"Real Bed",TRUE
30.37536,-97.65585,"Private room",48,1,1,94,"moderate","t",18,11,1,1,1,"Real Bed",TRUE
30.2706,-97.75365,"Entire home/apt",300,1,2,91,"strict_14_with_grace_period","f",7,0,2,2,2,"Real Bed",TRUE
30.24594,-97.77304,"Entire home/apt",92,2,2,96,"super_strict_30","f",9,9,1,1,2,"Real Bed",TRUE
30.24725,-97.74412,"Entire home/apt",95,1,1,91,"strict_14_with_grace_period","f",119,56,1,1,1,"Real Bed",TRUE
30.25398,-97.73051,"Entire home/apt",89,1,2,98,"strict_14_with_grace_period","t",46,29,1,1,1,"Real Bed",TRUE
30.41555,-97.67991,"Private room",40,1,1,99,"flexible","f",29,0,1,1,1,"Real Bed",TRUE
30.23269,-97.87989,"Private room",50,1,2,97,"strict_14_with_grace_period","t",32,23,1,1,1,"Real Bed",TRUE
30.44474,-97.76589,"Private room",35,2,5,97,"moderate","t",37,17,1.5,1,1,"Real Bed",TRUE
30.25645,-97.7669,"Private room",130,1,1,100,"strict_14_with_grace_period","f",3,2,1,1,1,"Real Bed",TRUE
30.21285,-97.87849,"Private room",94,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.2714,-97.75445,"Entire home/apt",199,2,1,96,"moderate","t",129,68,1.5,2,2,"Real Bed",TRUE
30.15852,-97.87268,"Private room",50,1,1,100,"flexible","f",1,0,2,2,3,"Real Bed",TRUE
30.35467,-97.72061,"Private room",10,1,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.24229,-97.78177,"Entire home/apt",125,1,2,95,"moderate","f",54,31,1,1,1,"Real Bed",TRUE
30.30608,-97.71433,"Entire home/apt",69,2,2,100,"moderate","t",23,13,1,0,2,"Real Bed",TRUE
30.24002,-97.77523,"Private room",50,1,2,91,"moderate","f",9,4,1,1,1,"Real Bed",TRUE
30.35635,-97.72158,"Entire home/apt",62,1,2,99,"moderate","t",14,14,1,1,1,"Real Bed",TRUE
30.2582,-97.7157,"Entire home/apt",250,1,3,100,"moderate","f",1,0,1,1,1,"Real Bed",TRUE
30.36355,-97.74697,"Private room",100,1,1,96.176,"flexible","f",0,0,1,1,4,"Real Bed",FALSE
30.44701,-97.68121,"Entire home/apt",399,6,3,100,"strict_14_with_grace_period","t",4,3,2,3,6,"Real Bed",TRUE
30.23734,-97.75864,"Private room",50,1,1,100,"moderate","f",2,0,1.5,1,1,"Real Bed",TRUE
30.29276,-97.72253,"Private room",85,1,1,100,"flexible","t",17,7,1,1,1,"Real Bed",TRUE
30.37938,-97.95825,"Entire home/apt",160,3,2,100,"strict_14_with_grace_period","f",17,8,1,1,1,"Real Bed",TRUE
30.27352,-97.68264,"Entire home/apt",59,1,2,99,"moderate","t",191,89,1,1,1,"Real Bed",TRUE
30.19341,-97.79261,"Private room",1,1,1,96.176,"flexible","f",0,0,0,0,3,"Real Bed",FALSE
30.25729,-97.78695,"Entire home/apt",100,1,1,96.176,"flexible","f",0,0,2.5,2,2,"Real Bed",FALSE
30.33338,-97.70851,"Private room",28,1,1,99,"flexible","t",61,8,1,1,1,"Real Bed",TRUE
30.24837,-97.76343,"Entire home/apt",450,1,3,94,"moderate","f",8,3,2,3,4,"Real Bed",TRUE
30.38562,-97.74987,"Private room",55,2,1,99,"moderate","t",62,27,1,1,1,"Real Bed",TRUE
30.33911,-97.7149,"Entire home/apt",200,1,1,80,"moderate","f",5,0,1,2,2,"Real Bed",TRUE
30.23816,-97.74314,"Entire home/apt",1,1,2,100,"flexible","f",2,0,1,2,3,"Real Bed",TRUE
30.20988,-97.81108,"Private room",50,1,2,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.29517,-97.67583,"Private room",50,1,1,100,"moderate","t",10,8,2,1,1,"Real Bed",TRUE
30.25265,-97.72256,"Entire home/apt",139,2,2,100,"moderate","f",1,1,1,2,2,"Real Bed",TRUE
30.25866,-97.76315,"Private room",75,1,2,100,"strict_14_with_grace_period","f",1,0,1,1,1,"Real Bed",TRUE
30.25736,-97.76299,"Entire home/apt",275,6,3,99,"strict_14_with_grace_period","t",22,9,2,3,3,"Real Bed",TRUE
30.23137,-97.71212,"Entire home/apt",75,2,1,98,"strict_14_with_grace_period","t",175,70,2,2,2,"Real Bed",TRUE
30.28717,-97.67197,"Private room",75,3,1,100,"moderate","f",1,0,1,1,1,"Real Bed",TRUE
30.2556,-97.76194,"Entire home/apt",475,8,3,93,"moderate","f",3,1,2,3,3,"Real Bed",TRUE
30.28625,-97.72255,"Private room",68,1,1,100,"flexible","f",4,1,1,1,1,"Real Bed",TRUE
30.31245,-97.67038,"Entire home/apt",400,1,1,96.176,"flexible","f",0,0,2,4,4,"Real Bed",FALSE
30.25777,-97.72482,"Shared room",39,1,2,92,"strict_14_with_grace_period","f",33,21,1.5,1,1,"Real Bed",TRUE
30.39431,-97.7044,"Private room",10,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.25913,-97.73865,"Entire home/apt",105,2,2,99,"moderate","t",22,11,1,1,1,"Real Bed",TRUE
30.25832,-97.74026,"Entire home/apt",150,1,2,100,"moderate","f",4,0,1,1,1,"Real Bed",TRUE
30.24538,-97.7709,"Shared room",75,2,2,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.38112,-97.7097,"Private room",28,2,2,98,"moderate","f",47,16,1.5,1,1,"Real Bed",TRUE
30.28251,-97.76075,"Shared room",40,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.23496,-97.7029,"Private room",10,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.33711,-97.72732,"Private room",55,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.30419,-97.70974,"Private room",60,1,2,100,"flexible","f",57,42,1,1,1,"Real Bed",TRUE
30.36006,-97.89935,"Private room",59,1,1,100,"flexible","f",5,1,1,2,2,"Real Bed",TRUE
30.27636,-97.79383,"Entire home/apt",116,3,2,97,"moderate","t",29,8,1.5,2,2,"Real Bed",TRUE
30.44544,-97.68141,"Private room",50,1,2,96.176,"flexible","f",0,0,1,2,3,"Real Bed",FALSE
30.28792,-97.70908,"Shared room",400,1,1,96.176,"flexible","f",0,0,1,1,2,"Real Bed",FALSE
30.31076,-97.70603,"Private room",45,1,1,96.176,"flexible","f",0,0,1,1,3,"Real Bed",FALSE
30.35677,-97.73947,"Private room",1,1,1,96.176,"flexible","f",0,0,1.5,1,1,"Real Bed",FALSE
30.34876,-97.69548,"Private room",75,2,7,98,"flexible","f",10,0,1,1,1,"Real Bed",TRUE
30.30581,-97.75452,"Private room",10,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.14747,-97.74261,"Private room",50,2,2,99,"strict_14_with_grace_period","f",20,0,1.5,1,1,"Real Bed",TRUE
30.29333,-97.73729,"Shared room",36,1,1,84,"flexible","f",14,0,1,1,3,"Real Bed",TRUE
30.17374,-97.83337,"Entire home/apt",160,4,2,96.176,"super_strict_30","f",0,0,1,0,3,"Real Bed",FALSE
30.33318,-97.72431,"Private room",1,1,3,96.176,"flexible","f",0,0,1,2,2,"Real Bed",FALSE
30.25826,-97.72491,"Entire home/apt",89,1,2,90,"strict_14_with_grace_period","f",50,16,1,0,1,"Real Bed",TRUE
30.29574,-97.72251,"Private room",38,1,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.25561,-97.77949,"Private room",60,1,4,96.176,"flexible","f",1,1,1,1,1,"Real Bed",FALSE
30.23899,-97.78373,"Entire home/apt",100,4,1,95,"moderate","f",17,6,1.5,2,2,"Real Bed",TRUE
30.26362,-97.70876,"Private room",99,1,1,99,"moderate","t",103,79,1.5,1,1,"Real Bed",TRUE
30.36432,-97.64658,"Private room",1,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.47113,-97.77779,"Shared room",80,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.42617,-97.76755,"Private room",1,1,1,96.176,"flexible","f",0,0,1,2,2,"Real Bed",FALSE
30.37972,-97.67619,"Private room",40,1,1,100,"flexible","f",1,1,1,1,1,"Real Bed",TRUE
30.22243,-97.74318,"Entire home/apt",150,6,4,100,"strict_14_with_grace_period","f",18,3,2,3,4,"Real Bed",TRUE
30.23831,-97.69263,"Entire home/apt",89,4,2,99,"strict_14_with_grace_period","t",53,28,1,2,2,"Real Bed",TRUE
30.28537,-97.74557,"Private room",60,1,2,86,"flexible","f",20,0,1,1,1,"Real Bed",TRUE
30.25668,-97.7011,"Entire home/apt",421,8,2,96,"moderate","t",36,23,2,4,5,"Real Bed",TRUE
30.25999,-97.75397,"Private room",78,1,2,100,"moderate","t",2,0,3.5,4,0,"Real Bed",TRUE
30.24601,-97.77464,"Entire home/apt",115,4,1,90,"strict_14_with_grace_period","f",12,3,1,2,2,"Real Bed",TRUE
30.24361,-97.77581,"Private room",200,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.26142,-97.77197,"Private room",100,2,1,98,"strict_14_with_grace_period","f",40,11,2,1,1,"Real Bed",TRUE
30.25328,-97.74722,"Entire home/apt",300,1,2,93,"moderate","f",3,0,2,2,2,"Real Bed",TRUE
30.25771,-97.71602,"Entire home/apt",114,4,1,96,"flexible","f",24,2,1,0,2,"Real Bed",TRUE
30.25681,-97.71256,"Entire home/apt",400,4,2,99,"moderate","f",15,6,2.5,3,4,"Real Bed",TRUE
30.36769,-97.76956,"Private room",10,1,1,96.176,"flexible","f",0,0,1.5,2,3,"Real Bed",FALSE
30.25777,-97.72687,"Entire home/apt",200,1,2,99,"moderate","t",79,40,1,1,2,"Real Bed",TRUE
30.27441,-97.71672,"Entire home/apt",120,8,2,91,"super_strict_30","f",15,9,2.5,3,4,"Real Bed",TRUE
30.26667,-97.71594,"Entire home/apt",482,10,1,98,"strict_14_with_grace_period","t",230,133,2.5,3,5,"Real Bed",TRUE
30.20204,-97.80025,"Entire home/apt",60,2,4,93,"flexible","f",3,0,2,2,2,"Real Bed",TRUE
30.35793,-97.70763,"Private room",1,1,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.20652,-97.84943,"Private room",50,1,1,98,"flexible","t",42,27,1.5,1,1,"Real Bed",TRUE
30.22216,-97.79531,"Entire home/apt",175,4,4,99,"strict_14_with_grace_period","t",32,15,2,3,4,"Real Bed",TRUE
30.26897,-97.72572,"Entire home/apt",111,3,1,98,"moderate","t",203,117,1,0,1,"Real Bed",TRUE
30.39954,-97.74748,"Entire home/apt",100,1,3,100,"moderate","f",5,0,2,1,1,"Real Bed",TRUE
30.45235,-97.81444,"Entire home/apt",175,1,1,100,"flexible","f",1,0,1,4,1,"Real Bed",TRUE
30.27926,-97.75512,"Entire home/apt",149,3,2,100,"moderate","t",41,24,1,0,2,"Real Bed",TRUE
30.27654,-97.71891,"Entire home/apt",100,2,2,100,"moderate","t",6,6,1,2,2,"Real Bed",TRUE
30.26491,-97.72063,"Entire home/apt",200,4,3,80,"flexible","f",2,0,2,2,2,"Real Bed",TRUE
30.26004,-97.77929,"Private room",100,2,3,100,"moderate","f",2,0,1,1,1,"Real Bed",TRUE
30.2811,-97.74799,"Entire home/apt",115,2,2,100,"moderate","t",90,54,1,1,2,"Real Bed",TRUE
30.27917,-97.76273,"Entire home/apt",150,2,2,92,"moderate","f",15,6,1.5,1,3,"Real Bed",TRUE
30.35844,-97.6616,"Entire home/apt",250,1,3,98,"strict_14_with_grace_period","f",9,9,2,3,5,"Real Bed",TRUE
30.36637,-97.74544,"Private room",35,3,1,89,"flexible","f",17,0,1,1,1,"Real Bed",TRUE
30.19219,-97.78071,"Shared room",100,2,3,100,"flexible","f",2,1,1,1,1,"Real Bed",TRUE
30.33308,-97.74097,"Private room",35,1,2,96,"moderate","t",50,23,1,1,1,"Real Bed",TRUE
30.31972,-97.77292,"Private room",300,4,2,96.176,"moderate","f",0,0,2,2,2,"Real Bed",FALSE
30.31907,-97.73244,"Entire home/apt",110,1,2,93,"moderate","f",27,16,1,2,2,"Real Bed",TRUE
30.27349,-97.75472,"Entire home/apt",130,1,1,96,"moderate","t",154,74,1,1,1,"Real Bed",TRUE
30.24145,-97.75508,"Entire home/apt",95,2,2,99,"moderate","t",29,22,1,1,2,"Real Bed",TRUE
30.40289,-97.7192,"Entire home/apt",50,1,2,90,"strict_14_with_grace_period","f",7,4,1,1,1,"Real Bed",TRUE
30.36969,-97.72936,"Entire home/apt",147,4,3,100,"flexible","f",6,5,2,3,4,"Real Bed",TRUE
30.36927,-97.72934,"Entire home/apt",115,3,3,100,"strict_14_with_grace_period","f",19,13,1,1,1,"Real Bed",TRUE
30.25766,-97.74656,"Entire home/apt",99,2,1,94,"moderate","t",168,103,1,1,1,"Real Bed",TRUE
30.2776,-97.67859,"Entire home/apt",142,1,2,99,"moderate","t",31,17,3,4,6,"Real Bed",TRUE
